,difficulty,titles,sci_info,eng_lang,syl_per_word,ws_per_sents,not_easy_words,avg_wd_length,polysyls,monosyls,modals_per_sent,adj,verb,adp,adv,sconj,cconj,aux,det,avg_verb_length,avg_adj_length,avg_adv_length,flesch_score,ari_score,dale_score,smog,gunning_fog,cli,linsear_raw,linsear
127,5,b137_CodABiographyoftheFishThatChangedtheWorld.txt,1,0,1.404166667,17.84615385,0.254310345,4.892241379,0.090517241,0.716666667,0.153846154,2.8461538460000004,1.307692308,2.076923077,1.0,0.23076923100000002,0.846153846,1.230769231,2.923076923,5.4117647060000005,6.540540541,5.384615385,69.92865385,31.96553382,4.90072957851,3.300860834,7.240185676,11.30775862,21.07692308,10.53846154
128,5,b138_BlackBlue.txt,1,0,1.5027027030000002,23.3125,0.233243968,4.949061662,0.128686327,0.689189189,0.0625,2.0625,2.5,2.8125,0.75,0.375,1.0,1.0,3.875,6.925,6.545454545,5.666666667,56.04416385,34.96633043,4.83922225472,3.358728765,9.418297587,12.03077748,29.3125,14.65625
129,5,b139_TheLongitudePrie.txt,1,0,1.271047228,25.47368421,0.17768595,4.45661157,0.05785124,0.7967145790000001,0.21052631600000002,1.473684211,2.789473684,3.736842105,1.473684211,0.473684211,1.263157895,1.052631579,4.3684210530000005,5.7547169810000005,5.607142857,4.714285714,73.44861504,33.7274826,4.0691558873160005,3.240522846,10.26054806,9.242892562,28.42105263,14.21052632
131,5,b141_BeforeColumbus.txt,1,0,1.435797665,17.2,0.189922481,4.748062016,0.12403100800000001,0.7237354090000001,0.066666667,1.8666666669999998,1.4,1.9333333330000002,1.6666666669999999,0.46666666700000003,0.666666667,1.133333333,2.266666667,5.952380952,5.892857143,4.76,67.90851751,30.96337209,3.8519959749900003,3.352180363,6.955968992000001,10.39767442,21.46666667,10.73333333
132,5,b142_Elements.txt,1,0,1.3754227730000002,15.23214286,0.193434936,4.600234467,0.089097304,0.753100338,0.0,2.035714286,1.214285714,1.464285714,0.607142857,0.517857143,0.982142857,1.446428571,2.910714286,6.044117647,6.763157895,4.970588235,75.01360837,29.28317577,3.809851925296,3.298491715,6.170231117,9.306119577999999,17.94642857,7.973214286
133,5,b143_ClassifyingtheStars.txt,1,0,1.393822394,19.92307692,0.231660232,4.586872587,0.06949806900000001,0.67953668,0.23076923100000002,1.846153846,2.538461538,3.1538461539999996,0.846153846,0.384615385,0.384615385,1.153846154,3.1538461539999996,6.3636363639999995,6.041666667,4.454545455,68.69570241,31.56570835,4.646099678512,3.263624865,8.061894862,9.685096525,22.69230769,11.34615385
134,5,b144_AmusementParkPhysics.txt,1,0,1.461016949,18.4375,0.213559322,4.586440678,0.111864407,0.718644068,0.0,1.4375,1.5,2.4375,0.8125,0.4375,0.4375,1.125,3.8125,7.041666667,6.826086957,6.0,64.5189036,30.82088559,4.28660169438,3.334461368,7.4604237289999995,9.562847458,22.5625,11.28125
135,5,b145_TheHotoneATerrifyingTrueStory.txt,1,0,1.35559461,15.19642857,0.178613396,4.493537015,0.081081081,0.747510252,0.223214286,1.026785714,2.375,1.625,0.633928571,0.27678571399999996,0.705357143,0.9464285709999999,2.205357143,5.77443609,6.0,5.61971831,76.72732096,28.76277363,3.5740483799120004,3.2847473989999996,6.150016787,8.674171563,17.66071429,7.830357143
136,5,b146_LifebytheNumbers.txt,1,0,1.333333333,18.78571429,0.201520913,4.273764259,0.057034220999999996,0.737254902,0.9285714290000001,1.857142857,3.142857143,1.928571429,0.571428571,0.5,0.857142857,0.571428571,2.857142857,5.840909091,5.884615385,4.625,74.9675,29.522286800000003,4.113786645054,3.2388183839999996,7.5948940789999995,7.754068441,20.92857143,10.46428571
137,5,b147_TheRacetoSaveLordGodBird.txt,1,0,1.435643564,14.0,0.208333333,4.7380952380000005,0.125,0.7287128709999999,0.194444444,0.916666667,2.194444444,1.6944444440000002,0.805555556,0.25,0.5555555560000001,0.611111111,1.5277777780000001,5.82278481,5.878787879,4.517241379,71.16955446,29.31642857,3.98398332807,3.353553391,5.683333332999999,9.945714286,17.5,7.75
138,5,b148_TheStoryofScienceNewtonattheCenter.txt,1,0,1.410810811,19.0,0.205263158,4.221052632,0.089473684,0.772972973,0.5,1.1,2.7,2.6,0.5,0.5,0.6,1.3,2.4,4.851851852,7.0,4.2,68.19540541,29.38115789,4.18350526482,3.2991215210000004,7.6821052629999995,7.461894737000001,22.4,11.2
140,6,b151_TheCanterburyTales.txt,0,1,1.182890855,16.04761905,0.154302671,4.086053412,0.029673591000000003,0.84660767,0.14285714300000002,0.904761905,2.047619048,2.142857143,1.095238095,0.333333333,1.2380952379999999,0.7142857140000001,1.904761905,4.88372093,5.210526316,4.47826087,90.47410029,27.2691211,3.2324010799700003,3.172260241,6.480768687,6.38148368,17.0,7.5
141,6,b152_DonQuixote.txt,0,1,1.3117010820000001,39.49019608,0.177259186,4.258192651,0.06405163900000001,0.764011799,0.431372549,2.470588235,4.803921569,5.352941176,2.019607843,1.607843137,2.078431373,2.019607843,5.705882353,5.804081632999999,5.76984127,4.72815534,55.78253948,39.80118543,4.757636272508,3.253084252,15.86698211,8.488619662,44.54901961,22.2745098
142,6,b153_PrideandPrejudice.txt,0,1,1.2872467220000001,13.86885246,0.11702127699999999,4.003546098999999,0.057919622000000004,0.79022646,0.44262295100000004,1.049180328,1.967213115,1.295081967,0.8688524590000001,0.44262295100000004,0.491803279,1.081967213,1.590163934,5.0,5.71875,4.509433962,83.85704205,25.79112836,2.535661045846,3.240664957,5.594349493999999,5.606572104,15.47540984,6.7377049179999995
143,6,b154_TheCaskofAmontillado.txt,0,1,1.3810526319999998,11.63414634,0.19287211699999998,4.285115304,0.10062893099999999,0.7663157890000001,0.292682927,0.731707317,1.780487805,1.0243902440000001,0.585365854,0.31707317100000004,0.487804878,1.0731707320000001,1.414634146,5.917808218999999,6.066666667000001,5.25,78.18928883,25.99996625,3.6225043858939996,3.317220634,4.730807383999999,6.852243187000001,13.97560976,5.9878048779999995
144,6,b155_JaneEyre.txt,0,1,1.3281718279999999,19.0,0.18508356199999998,4.346969318999999,0.06535295599999999,0.761738262,0.232227488,1.4170616109999998,2.630331754,2.1374407580000003,1.213270142,0.393364929,0.9478672990000001,1.037914692,2.497630332,5.8,6.170568562000001,5.24609375,75.18666334,29.97422549,3.86486944398,3.255642242,7.674033425,8.202284859,21.48341232,10.74170616
145,6,b156_TheScarletLetter.txt,0,1,1.303541315,17.23529412,0.160409556,4.409556314,0.052901024000000005,0.760539629,0.352941176,1.117647059,2.7941176469999998,2.1176470590000003,1.411764706,0.41176470600000004,0.794117647,0.852941176,2.676470588,5.631578947,6.052631579,4.541666667,79.06158119,29.386657300000003,3.387737477592,3.2300022260000003,6.95828147,8.410784983,19.05882353,8.529411765
146,6,b157_CrimeandPunishment.txt,0,1,1.3700440530000002,19.65217391,0.174778761,4.415929203999999,0.08960177,0.7455947140000001,0.17391304300000002,1.52173913,2.347826087,2.52173913,1.47826087,0.543478261,0.891304348,1.326086957,2.760869565,6.194444444,6.128571429,6.014705882,70.98231661,30.62511351,3.734504462126,3.299335547,7.93078107,8.659469027,23.17391304,11.58695652
147,6,b158_AWhiteHeron.txt,0,1,1.2122788759999998,28.87878788,0.103882476,4.310598111,0.032528856,0.823100937,0.424242424,3.4242424239999996,3.727272727,2.878787879,2.636363636,0.727272727,2.03030303,1.0,4.424242424,5.430894309,5.123893805,4.666666667,74.96423738,34.74231104,3.072692174888,3.180357579,11.59306814,8.521343127,30.75757576,15.37878788
148,6,b159_BillyBuddSailor.txt,0,1,1.4824355969999998,23.5,0.290780142,4.754137116,0.127659574,0.702576112,0.055555556,2.833333333,2.277777778,3.5555555560000003,1.4444444440000002,0.611111111,0.666666667,1.0,4.055555556,7.048780487999999,6.941176471,6.346153846,57.56844848,34.14198582,5.7570184421800015,3.357294801,9.516312057,10.89475177,29.5,14.75
149,6,b160_Home.txt,0,1,1.332007952,14.01408451,0.152763819,4.4442211060000005,0.074371859,0.763419483,0.112676056,0.971830986,1.901408451,1.422535211,1.0,0.22535211300000002,0.76056338,1.042253521,2.028169014,5.896296296,6.31884058,4.718309859,79.92283146,27.93932366,3.107239293706,3.272712045,5.66673933,8.219859296000001,16.09859155,7.049295775
150,6,b161_TheGreatGatsby.txt,0,1,1.351636966,11.56594724,0.156126892,4.425876011000001,0.071946921,0.7476170740000001,0.057553957,0.829736211,1.70263789,1.4340527580000002,0.7793764990000001,0.23021582699999998,0.46522781799999996,0.5611510789999999,1.553956835,5.78028169,5.823699422000001,5.6369230770000005,80.74707619,26.62884963,3.0389146077839997,3.268229232,4.688829654,7.664913954,13.23021583,5.615107914
151,6,b162_AsILayDying.txt,0,1,1.254587156,16.69230769,0.126728111,4.218894009,0.041474654,0.7935779820000001,0.115384615,1.230769231,2.153846154,2.730769231,0.692307692,0.269230769,0.653846154,0.307692308,2.615384615,5.392857143,5.4375,5.1111111110000005,83.7542343,28.21714463,2.8289753341140003,3.20365327,6.727614321,7.233824885,18.07692308,8.038461538
154,6,b165_TheGardenofForkingPaths.txt,0,1,1.475,17.34782609,0.23057644100000002,4.5839599,0.127819549,0.71,0.39130434799999997,1.260869565,2.347826087,2.347826087,0.956521739,0.086956522,0.39130434799999997,0.565217391,3.3043478260000003,6.462962963,7.034482758999999,5.8636363639999995,64.44195652,30.26436417,4.501254177454001,3.3575185989999996,7.031361011,9.447418546,21.7826087,10.89130435
156,6,b167_TheBluestEye.txt,0,1,1.347931873,18.5,0.147420147,4.572481572,0.083538084,0.7639902679999999,0.13636363599999998,1.5909090909999999,2.6818181819999998,2.1818181819999998,1.772727273,0.22727272699999998,0.9090909090000001,0.8636363640000001,2.727272727,6.355932202999999,6.571428571,4.794871795,74.0224635,30.78638821,3.2453641211300006,3.289029555,7.458968059,9.486191646,21.59090909,10.79545455
157,6,b168_DreaminginCuban.txt,0,1,1.372881356,12.31578947,0.20085470100000002,4.581196581,0.068376068,0.724576271,0.052631579000000005,0.578947368,2.263157895,1.263157895,1.105263158,0.21052631600000002,0.6315789470000001,0.21052631600000002,1.5789473680000001,4.627906977,8.181818182,5.666666667,78.18871097,27.73533063,3.7823588865020006,3.26148818,5.00665767,8.734017094,14.0,6.0
158,6,b169_TheNamesake.txt,0,1,1.3877551019999999,17.17857143,0.207900208,4.5571725569999995,0.08731808699999999,0.736734694,0.214285714,0.9285714290000001,2.785714286,1.892857143,1.035714286,0.607142857,0.571428571,0.857142857,2.035714286,5.692307692000001,6.269230769,5.689655172,71.99466837,30.05356846,4.134801427248001,3.295496341,6.954588655,9.273097713,20.17857143,10.08928571
159,6,b170_CommonSense.txt,1,0,1.5,28.0,0.239795918,4.647959183999999,0.14285714300000002,0.698979592,1.285714286,2.285714286,4.428571429,3.285714286,1.285714286,0.857142857,1.0,1.0,5.0,5.451612902999999,6.75,6.1111111110000005,51.515,35.89188776,5.17517754522,3.377964473,11.29591837,10.47285714,36.0,18.0
160,6,b171_TheDeclarationofIndependence.txt,1,0,1.539230769,32.65,0.26569678399999996,4.945635528,0.153139357,0.670769231,0.3,2.3,4.1,5.175,1.05,0.5,1.475,1.65,4.925,7.2378048779999995,6.75,6.047619048,43.47632692,39.61894334,5.81479221936,3.39133024,13.16627871,12.37375191,42.65,21.325
161,6,b172_TheBillofRights.txt,1,0,1.492753623,22.95238095,0.26970954399999997,4.647302905,0.12033195,0.66873706,0.80952381,1.428571429,3.047619048,3.428571429,0.666666667,0.19047619,1.857142857,1.333333333,3.142857143,6.8125,6.733333332999999,7.071428571,57.25137681,33.36498716,5.397151794879999,3.3468889589999997,9.288836198,10.23651452,28.47619048,14.23809524
162,6,b173_Walden.txt,1,0,1.300418702,25.07964602,0.14890614,4.173253352,0.067395907,0.7878576409999999,0.407079646,1.575221239,3.4690265489999996,2.566371681,1.389380531,1.0088495579999999,1.82300885,1.460176991,3.4601769910000004,5.227040816000001,5.865168539,4.936305732,71.3637371,32.1958463,3.595178393192,3.259607216,10.09142086,7.558489767,28.46017699,14.2300885
163,6,b174_SocietyandSolitude.txt,1,0,1.394837476,18.12280702,0.20232333,4.3881897389999995,0.11035818,0.742829828,0.36842105299999994,1.438596491,2.350877193,1.98245614,0.859649123,0.543859649,1.01754386,1.087719298,2.526315789,5.111940299,5.743902439,4.367346939,70.4371004,29.72977718,4.0935766088920005,3.3322020169999997,7.330052139,8.369254598,22.12280702,11.06140351
164,6,b175_LeeSurrenderstoGrantAprilth.txt,1,0,1.359675785,23.595238100000003,0.171543895,4.3410696269999995,0.08678102900000001,0.749746707,0.404761905,1.166666667,3.880952381,2.595238095,1.380952381,0.69047619,0.7857142859999999,1.30952381,3.785714286,5.877300612999999,6.081632653,5.448275862000001,67.85726190000001,32.24405699,3.8790019118100005,3.2945862,9.506712796,8.470998991,27.69047619,13.8452381
165,6,b176_TheFallacyofSuccess.txt,1,0,1.3325554259999999,22.91891892,0.181603774,4.29245283,0.074292453,0.7666277709999999,0.810810811,1.7027027030000002,3.756756757,2.324324324,1.432432432,1.054054054,0.972972973,1.594594595,3.027027027,5.215827338,6.047619048,5.169811321,70.83810827,31.67691229,4.0043019698919995,3.272566419,9.240209077000001,8.148113208,26.32432432,13.16216216
166,6,b177_TheAmericanLanguagethEdition.txt,1,0,1.458815403,22.92857143,0.238836968,4.659051575,0.114399446,0.701260577,0.194444444,2.361111111,2.3968253969999997,2.797619048,1.5674603169999999,0.7222222220000001,1.23015873,1.285714286,3.142857143,6.013245033,6.391596638999999,5.349367088999999,60.14671689,33.40841863,4.908492867648,3.338229872,9.266963359,10.30425753,28.17460317,14.08730159
167,6,b178_BlackBoy.txt,1,0,1.3345323740000001,12.17391304,0.264285714,4.510714286,0.057142857000000005,0.7446043170000001,0.17391304300000002,0.39130434799999997,1.8260869569999998,0.869565217,0.52173913,0.347826087,0.434782609,0.7826086959999999,1.173913043,6.071428571,5.777777778,5.333333333,81.57703941,27.33242081,4.776897510844,3.2390457219999997,4.975279503,8.291571429,13.56521739,5.7826086960000005
168,6,b179_PoliticsandtheEnglishLanguage.txt,1,0,1.5032467530000002,22.70857143,0.25641670899999996,4.791394061,0.123804731,0.676823177,0.325714286,2.497142857,2.782857143,2.7885714289999997,1.44,0.685714286,0.92,1.4628571430000001,2.92,5.675564682,7.077803203999999,5.555555556,56.61112468,33.92175174,5.175164978038,3.351858964,9.185995255,11.06992451,28.33142857,14.16571429
169,6,b180_AbrahamLincolnandtheSelfMadeMyth.txt,1,0,1.5167785230000002,24.83333333,0.228187919,4.684563758,0.130872483,0.687919463,0.41666666700000005,2.083333333,3.166666667,3.25,0.916666667,0.583333333,1.083333333,2.333333333,3.25,5.921052632,7.16,4.909090909,53.30970358,34.48096197,4.834820574178,3.3617630210000002,10.024608500000001,10.55328859,31.33333333,15.66666667
170,6,b181_MotherTongue.txt,1,0,1.3359375,12.89655172,0.128342246,4.240641711,0.050802139,0.731770833,0.068965517,0.931034483,1.896551724,1.379310345,0.75862069,0.24137931,0.344827586,0.7241379309999999,1.5172413790000001,5.018181818,5.703703704,4.318181818,80.7246875,26.42169832,2.666193029652,3.225393299,5.209957588,6.839786096,14.20689655,6.103448276
171,6,b182_TaketheTortillasOutofYourPoetry.txt,1,0,1.279835391,18.61538462,0.123966942,4.090909091,0.05785124,0.7901234570000001,0.0,1.076923077,2.384615385,3.076923077,0.692307692,0.307692308,0.846153846,0.846153846,2.615384615,6.387096774,4.928571429,4.777777778,79.66631054,28.57587413,2.8807610913320003,3.240522846,7.495740623,6.66446281,20.76923077,10.38461538
172,6,b183_DemocracyinAmerica.txt,1,0,1.5521235519999999,34.53333333,0.277992278,4.8378378380000004,0.171814672,0.671814672,0.26666666699999997,3.4,3.4666666669999997,5.066666667,2.0,0.533333333,1.9333333330000002,2.0,6.266666667000001,7.134615385,6.725490196,5.5,40.47401416,40.05288288,6.102351402788,3.414505334,13.92453024,11.78934363,46.4,23.2
173,6,b184_DeclarationofSentimentsbytheSenecaFallsConference.txt,1,0,1.484590861,29.3125,0.219616205,4.6855010660000005,0.12686567199999998,0.678002125,0.28125,2.15625,3.875,4.1875,1.0,0.71875,1.15625,1.46875,4.625,6.653225806,6.811594202999999,5.28125,51.48642568,36.72496002,4.9216398769500005,3.3561820769999997,11.81284648,10.74093817,36.75,18.375
174,6,b185_WhattotheSlaveIstheFourthofJulyAnAddressDeliveredinRochesterNewYorkonJuly.txt,1,0,1.384762817,19.39252336,0.19710843399999997,4.459277108,0.097831325,0.740776234,0.551401869,1.2616822429999999,2.775700935,2.289719626,0.682242991,0.46728972,0.897196262,1.074766355,2.859813084,5.9225589229999995,6.4592592589999995,5.095890411,70.00065443,30.69945686,4.074211331516,3.312779995,7.835852719,8.894187952000001,23.18691589,11.59345794
175,6,b186_EditedbyDanielJBoorstin.txt,1,0,1.364095655,25.8,0.16818335,4.385574655,0.082912032,0.745705625,0.52173913,1.4,3.782608696,2.739130435,1.1652173909999999,1.27826087,0.7043478259999999,1.617391304,4.034782609,5.567816092,6.428571429,4.343283582,65.24550758,33.55605662,3.9352950965000004,3.287944495,10.38727334,8.839892147,30.07826087,15.03913043
176,6,b187_Education.txt,1,0,1.587431694,21.88235294,0.322580645,5.056451613,0.150537634,0.6092896170000001,0.0,2.411764706,2.470588235,2.470588235,1.176470588,0.588235294,0.9411764709999999,1.0,2.7058823530000002,6.857142857,7.3170731710000005,5.45,50.32769045,34.75706357,6.178913090374001,3.3879917969999997,8.881973435,12.57924731,28.47058824,14.23529412
177,6,b188_WhatTheyFoughtFor.txt,1,0,1.506666667,16.5,0.203463203,4.774891775,0.11255411300000001,0.64,0.35714285700000004,1.571428571,2.214285714,2.142857143,0.428571429,0.35714285700000004,0.571428571,0.7142857140000001,2.357142857,5.7741935479999995,6.045454545,3.333333333,62.6235,30.73974026,4.0310839753700005,3.335490853,6.681385281,10.48242424,20.21428571,10.10714286
178,6,b189_TheAmericanReaderWordsthatMovedaNationndEdition.txt,1,0,1.3496332519999998,15.51851852,0.207637232,4.527446301,0.076372315,0.745721271,0.074074074,0.518518519,1.888888889,2.296296296,0.481481481,0.296296296,0.5555555560000001,0.814814815,2.481481481,6.117647058999999,5.0,5.0,76.9047306,29.08353134,4.048310411872,3.2763554139999997,6.2904623,8.91398568,17.88888889,7.944444444
179,6,b190_AmericasConstitutionABiography.txt,1,0,1.5567765569999998,24.36363636,0.276119403,5.21641791,0.12686567199999998,0.648351648,0.545454545,2.636363636,3.545454545,3.0,1.454545455,0.727272727,0.636363636,0.545454545,3.454545455,6.871794872000001,5.448275862000001,5.875,50.40261239,36.75114654,5.5683617368260006,3.3561820769999997,9.855902307000001,13.65761194,30.54545455,15.27272727
180,6,b191_1776.txt,1,0,1.325,20.25,0.145061728,4.231481481,0.061728395,0.753125,0.1875,1.5625,2.125,2.9375,1.25,0.4375,0.5,1.8125,2.6875,6.558823529,5.44,4.35,74.18625,30.05527778,3.2949246851200003,3.248451997,8.158024691,7.6193827160000005,22.75,11.375
181,6,b192_MirroroftheWorldANewHistoryofArt.txt,1,0,1.528248588,22.125,0.296610169,5.04519774,0.144067797,0.6779661020000001,0.3125,2.3125,2.4375,3.9375,1.375,0.375,0.5625,0.875,2.75,6.384615385,7.351351351,6.0,55.08829449,34.82538136,5.780874568509999,3.379562639,8.968644068,12.5279096,28.5,14.25
182,6,b193_FedViewsbytheFederalReserveBankofSanFrancisco.txt,1,0,1.608208955,20.92307692,0.330882353,5.0367647060000005,0.16911764699999998,0.619402985,0.153846154,2.230769231,2.0,2.8461538460000004,0.923076923,0.307692308,0.846153846,1.076923077,3.1538461539999996,6.923076922999999,6.448275862000001,5.916666667,49.54359931,34.18470023,6.262416969102,3.41123916,8.50158371,12.40147059,28.0,14.0
183,6,b194_InnumeracyMathematicalIlliteracyandItsConsequences.txt,1,0,1.5347576530000002,20.30128205,0.23997474,4.777391853,0.133249132,0.6763392859999999,0.237179487,1.942307692,1.929487179,2.6217948719999997,1.487179487,0.5256410260000001,0.7692307690000001,1.173076923,2.8205128210000003,6.059800664,6.613861386,5.978448276,56.38870127,32.65215666,4.79614473428,3.365033056,8.216502716,10.8330281,25.71153846,12.85576923
184,6,b195_TheTippingPointHowLittleThingsCanMakeaBigDifference.txt,1,0,1.4166666669999999,17.53488372,0.17771883300000002,4.472148541,0.094164456,0.721311475,0.27906976699999997,1.441860465,2.023255814,1.906976744,1.162790698,0.441860465,0.511627907,0.953488372,2.744186047,5.597701149,6.5,6.0,69.18709302,29.83126149,3.6759106055820006,3.3068622760000004,7.085041022,8.808169761,20.837209299999998,10.41860465
185,6,b196_GravityinReverseTheTaleofAlbertEinsteinsGreatestBlunder.txt,1,0,1.597744361,21.66666667,0.292307692,4.969230769,0.16923076899999998,0.646616541,0.25,1.8333333330000001,3.083333333,2.5,1.5833333330000001,0.666666667,1.25,0.916666667,3.583333333,6.081081081000001,6.227272727000001,5.315789474,49.6741604,34.23841026,5.690205123512,3.411376676,8.783589744,12.05292308,29.0,14.5
186,6,b197_GoogleHacksTipsToolsforSmarterSearchingndEdition.txt,1,0,1.4005763690000002,17.35,0.244956772,4.6945244960000005,0.07204611,0.694524496,0.4,0.65,2.65,2.05,0.95,0.65,0.85,0.7,2.25,6.132075472,6.384615385,6.578947368,70.73598919,30.78621037,4.72842742988,3.268414064,7.037982709,10.09775216,19.85,8.925
187,6,b198_TheMysteriesofMass.txt,1,0,1.4915966390000002,15.86666667,0.268907563,4.697478992,0.117647059,0.68487395,0.333333333,1.466666667,2.333333333,1.6666666669999999,1.133333333,0.46666666700000003,0.26666666699999997,1.0,2.266666667,5.8,6.545454545,4.2352941180000006,64.5412577,30.05845938,5.033037086602,3.34299717,6.454229692,9.955630252,19.6,8.8
188,6,b199_WorkingKnowledgeElectronicStabilityControl.txt,1,0,1.59798995,21.77777778,0.321428571,5.137755102,0.137755102,0.603015075,0.222222222,1.5555555559999998,4.0,2.0,1.5555555559999998,0.222222222,0.444444444,1.111111111,2.777777778,6.25,5.5,5.1428571430000005,49.54060581,35.08771542,6.155534913978,3.371153744,8.83968254,13.05081633,27.77777778,13.88888889
189,6,b201_TheComingMergerofMindandMachine.txt,1,0,1.6626204930000001,19.35862069,0.33594585,5.179907374,0.19130744600000002,0.6226347729999999,0.5241379310000001,2.0068965519999997,2.786206897,2.475862069,0.9379310340000001,0.317241379,0.579310345,1.0,2.572413793,6.25,7.017182131,6.257352941000001,46.52830632,34.07667408,6.264772557724001,3.4373870660000003,7.877826616,13.12882081,26.76551724,13.38275862
190,6,b202_UntanglingtheRootsofCancer.txt,1,0,1.5765331980000001,19.31067961,0.339617898,4.979386626,0.158119658,0.640648758,0.315533981,1.912621359,2.4223300969999997,2.276699029,1.169902913,0.480582524,0.665048544,0.8543689320000001,2.699029126,6.400801603,6.520304568999999,5.676348547999999,53.85995163,33.10825082,6.320376318076,3.397642626,7.8601190039999995,11.945962800000002,25.41747573,12.70873786
191,6,b203_TheCostConundrumHealthCareCostsinMcAllenTexas.txt,1,0,1.4766272930000002,15.90983607,0.247552808,4.942684183,0.12184441,0.682080925,0.18032786899999997,1.31147541,2.06147541,1.692622951,0.8053278690000001,0.41598360700000003,0.641393443,0.838114754,1.9897540980000001,5.589463221,6.321875,5.20610687,65.76384738,31.23496054,4.697986707392,3.349062187,6.462955549,11.40249871,19.78688525,8.893442623
